destination_id,name,state,region,type,styles,best_season,latitude,longitude,source_type,data_status,confidence
dest_toranmal_maharashtra,Toranmal,Maharashtra,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,21.88117,74.4634,kaggle_destination,candidate,0.7
dest_velas-beach_maharashtra,Velas Beach,Maharashtra,Western India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,17.94194,73.03155,kaggle_destination,candidate,0.7
dest_alibaug_maharastra,Alibaug,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_aurangabad_maharastra,Aurangabad,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_kolhapur_maharastra,Kolhapur,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_lonavala_maharastra,Lonavala,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_mumbai_maharastra,Mumbai,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_nagpur_maharastra,Nagpur,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_nashik_maharastra,Nashik,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_pune_maharastra,Pune,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_ratnagiri_maharastra,Ratnagiri,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_shirdi_maharastra,Shirdi,Maharastra,,city,,,,,kaggle_place_city,candidate,0.6
dest_andro-heritage-village_manipur,Andro Heritage Village,Manipur,Northeastern India,Village,"[""Culture"",""History"",""Photography""]",October to March,24.7337,94.0414,kaggle_destination,candidate,0.7
dest_kakching-garden_manipur,Kakching Garden,Manipur,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,24.48,93.98,kaggle_destination,candidate,0.7
dest_keibul-lamjao-national-park_manipur,Keibul Lamjao National Park,Manipur,Northeastern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,24.48516,93.83854,kaggle_destination,candidate,0.7
dest_loktak-lake_manipur,Loktak Lake,Manipur,Northeastern India,Valley,"[""Nature"",""Photography"",""Peaceful Retreat""]",October – March,24.55843,93.81324,kaggle_destination,candidate,0.7
dest_moreh-border-town_manipur,Moreh Border Town,Manipur,Northeastern India,Village,"[""Nature"",""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Summer – Spring,24.2477,94.3031,kaggle_destination,candidate,0.7
dest_senapati_manipur,Senapati,Manipur,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,25.39337,94.15018,kaggle_destination,candidate,0.7
dest_tamenglong_manipur,Tamenglong,Manipur,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,24.98586,93.504,kaggle_destination,candidate,0.7
dest_ukhrul_manipur,Ukhrul,Manipur,Northeastern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,25.09786,94.36107,kaggle_destination,candidate,0.7
dest_cherrapunji_meghalaya,Cherrapunji,Meghalaya,,city,,,,,kaggle_place_city,candidate,0.6
dest_jakrem_meghalaya,Jakrem,Meghalaya,Northeastern India,Valley,"[""Nature"",""Peaceful Retreat"",""Spirituality""]",September – April,25.2833,91.5667,kaggle_destination,candidate,0.7
dest_mawlyngbna_meghalaya,Mawlyngbna,Meghalaya,Northeastern India,Village,"[""Adventure"",""Nature"",""Water Sports"",""Trek""]",September – May,25.2167,91.5333,kaggle_destination,candidate,0.7
dest_mawphlang-sacred-grove_meghalaya,Mawphlang Sacred Grove,Meghalaya,Northeastern India,Village,"[""Culture"",""Nature"",""Forest Trail"",""Spirituality""]",September – May,25.4578,91.7589,kaggle_destination,candidate,0.7
dest_nongriat_meghalaya,Nongriat,Meghalaya,Northeastern India,Trek,"[""Adventure"",""Nature"",""Trek"",""Waterfalls""]",September – May,25.2515,91.6811,kaggle_destination,candidate,0.7
dest_shnongpdeng_meghalaya,Shnongpdeng,Meghalaya,Northeastern India,Village,"[""Adventure"",""Nature"",""Photography"",""Water Sports""]",October – April,25.212,92.0195,kaggle_destination,candidate,0.7
dest_champhai_mizoram,Champhai,Mizoram,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,23.63173,93.34932,kaggle_destination,candidate,0.7
dest_hmuifang-hills_mizoram,Hmuifang Hills,Mizoram,Northeastern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,23.44989,92.75769,kaggle_destination,candidate,0.7
dest_lunglei_mizoram,Lunglei,Mizoram,Northeastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,22.952,92.63388,kaggle_destination,candidate,0.7
dest_reiek-tlang_mizoram,Reiek Tlang,Mizoram,Northeastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,23.678,92.603,kaggle_destination,candidate,0.7
dest_vantawng-falls_mizoram,Vantawng Falls,Mizoram,Northeastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,23.25692,92.76246,kaggle_destination,candidate,0.7
dest_benreu_nagaland,Benreu,Nagaland,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,25.57419,93.85865,kaggle_destination,candidate,0.7
dest_dzukou-valley_nagaland,Dzukou Valley,Nagaland,Northeastern India,Valley,"[""Nature"",""Wildlife"",""Trekking"",""Bird Watching"",""Nature Walk"",""Photography""]",Summer – Spring,25.55168,94.12168,kaggle_destination,candidate,0.7
dest_dz-kou-valley_nagaland,Dzükou Valley,Nagaland,,city,,,,,kaggle_place_city,candidate,0.6
dest_khonoma-heritage-village_nagaland,Khonoma Heritage Village,Nagaland,Northeastern India,Village,"[""Culture"",""Nature Walks"",""History""]",October to May,25.6514,94.0202,kaggle_destination,candidate,0.7
dest_kiphire_nagaland,Kiphire,Nagaland,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,25.81171,94.8474,kaggle_destination,candidate,0.7
dest_kisama-heritage-village_nagaland,Kisama Heritage Village,Nagaland,Northeastern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,25.61571,94.11398,kaggle_destination,candidate,0.7
dest_mokokchung_nagaland,Mokokchung,Nagaland,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,26.47959,94.51053,kaggle_destination,candidate,0.7
dest_mon-village_nagaland,Mon Village,Nagaland,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,26.733141,95.061508,kaggle_destination,candidate,0.7
dest_pfutsero_nagaland,Pfutsero,Nagaland,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,25.56294,94.27951,kaggle_destination,candidate,0.7
dest_tuophema-tourist-village_nagaland,Tuophema Tourist Village,Nagaland,Northeastern India,Trek,"[""Culture"",""Local Sightseeing"",""Peaceful Retreat""]",October to April,25.8475,94.1378,kaggle_destination,candidate,0.7
dest_wokha_nagaland,Wokha,Nagaland,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,26.24225,94.19212,kaggle_destination,candidate,0.7
dest_balasore_odisha,Balasore,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_berhampur_odisha,Berhampur,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_bhitarkanika-mangroves_odisha,Bhitarkanika Mangroves,Odisha,Eastern India,Mountain,"[""Wildlife"",""Nature"",""Adventure""]",October to February,20.7226,86.8682,kaggle_destination,candidate,0.7
dest_bhubaneswar_odisha,Bhubaneswar,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_chandipur-beach_odisha,Chandipur Beach,Odisha,Eastern India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,21.47,87.02,kaggle_destination,candidate,0.7
dest_chilika_odisha,Chilika,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_cuttack_odisha,Cuttack,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_daringbadi_odisha,Daringbadi,Odisha,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,19.91608,84.11649,kaggle_destination,candidate,0.7
dest_deomali-peak_odisha,Deomali Peak,Odisha,Eastern India,Trek,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,18.67556,82.98167,kaggle_destination,candidate,0.7
dest_gopalpur-on-sea_odisha,Gopalpur-on-Sea,Odisha,Eastern India,Beach,"[""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,19.25989,84.90517,kaggle_destination,candidate,0.7
dest_hirakud-reservoir_odisha,Hirakud Reservoir,Odisha,Eastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,21.63427,83.77137,kaggle_destination,candidate,0.7
dest_jirang-monastery_odisha,Jirang Monastery,Odisha,Eastern India,Village,"[""Nature"",""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,19.2725871,84.2625481,kaggle_destination,candidate,0.7
dest_kendujhar_odisha,Kendujhar,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_keonjhar_odisha,Keonjhar,Odisha,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,21.5,85.5,kaggle_destination,candidate,0.7
dest_konark_odisha,Konark,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_koraput-valley_odisha,Koraput Valley,Odisha,Eastern India,Valley,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,18.8083,82.7083,kaggle_destination,candidate,0.7
dest_lalitgiri_odisha,Lalitgiri,Odisha,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,20.59763,86.28735,kaggle_destination,candidate,0.7
dest_mangalajodi_odisha,Mangalajodi,Odisha,Eastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,19.9143,85.42977,kaggle_destination,candidate,0.7
dest_puri_odisha,Puri,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_raghurajpur-heritage-craft-village_odisha,Raghurajpur Heritage Craft Village,Odisha,Eastern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,19.88556,85.82639,kaggle_destination,candidate,0.7
dest_rourkela_odisha,Rourkela,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_sambalpur_odisha,Sambalpur,Odisha,,city,,,,,kaggle_place_city,candidate,0.6
dest_satkosia-gorge_odisha,Satkosia Gorge,Odisha,Eastern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,20.60412,84.90062,kaggle_destination,candidate,0.7
dest_similipal-national-park_odisha,Similipal National Park,Odisha,Eastern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,21.83333,86.33333,kaggle_destination,candidate,0.7
dest_taptapani-hot-springs_odisha,Taptapani Hot Springs,Odisha,Eastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,19.48473,84.39364,kaggle_destination,candidate,0.7
dest_auroville_puducherry,Auroville,Puducherry,,city,,,,,kaggle_place_city,candidate,0.6
dest_puducherry_puducherry,Puducherry,Puducherry,,city,,,,,kaggle_place_city,candidate,0.6
dest_amritsar_punjab,Amritsar,Punjab,,city,,,,,kaggle_place_city,candidate,0.6
dest_anandpur-sahib_punjab,Anandpur Sahib,Punjab,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,31.22999,76.50058,kaggle_destination,candidate,0.7
dest_bathinda-fort_punjab,Bathinda Fort,Punjab,Northern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,30.23,74.95194,kaggle_destination,candidate,0.7
dest_chandigarh_punjab,Chandigarh,Punjab,,city,,,,,kaggle_place_city,candidate,0.6
dest_harike-wetland_punjab,Harike Wetland,Punjab,Northern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,31.15,74.97,kaggle_destination,candidate,0.7
dest_kapurthala_punjab,Kapurthala,Punjab,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,31.38565,75.30533,kaggle_destination,candidate,0.7
dest_kila-raipur_punjab,Kila Raipur,Punjab,Northern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,30.76231,75.82287,kaggle_destination,candidate,0.7
dest_ropar-wetland_punjab,Ropar Wetland,Punjab,Northern India,Mountain,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,31.02,76.5,kaggle_destination,candidate,0.7
dest_ajmer_rajasthan,Ajmer,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_banswara_rajasthan,Banswara,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,23.4915,74.35022,kaggle_destination,candidate,0.7
dest_barmer_rajasthan,Barmer,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,25.58149,71.19249,kaggle_destination,candidate,0.7
dest_bikaner_rajasthan,Bikaner,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_bundi_rajasthan,Bundi,Rajasthan,Western India,Village,"[""Culture"",""Photography"",""Peaceful Retreat""]",October – March,25.43677,75.73615,kaggle_destination,candidate,0.7
dest_chittorgarh_rajasthan,Chittorgarh,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_deeg-palace_rajasthan,Deeg Palace,Rajasthan,Western India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,27.47087,77.32907,kaggle_destination,candidate,0.7
dest_dungarpur_rajasthan,Dungarpur,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,23.85389,73.70872,kaggle_destination,candidate,0.7
dest_jaipur_rajasthan,Jaipur,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_jaisalmer_rajasthan,Jaisalmer,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_jawai-bandh_rajasthan,Jawai Bandh,Rajasthan,Western India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,25.11438,73.14748,kaggle_destination,candidate,0.7
dest_jodhpur_rajasthan,Jodhpur,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_karauli_rajasthan,Karauli,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,26.51583,77.0566,kaggle_destination,candidate,0.7
dest_kuchaman-city_rajasthan,Kuchaman City,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,27.05344,74.85135,kaggle_destination,candidate,0.7
dest_kumbhalgarh_rajasthan,Kumbhalgarh,Rajasthan,Western India,Village,"[""Culture"",""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,25.14805,73.58275,kaggle_destination,candidate,0.7
dest_mandawa_rajasthan,Mandawa,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,28.05584,75.14839,kaggle_destination,candidate,0.7
dest_mihir-garh_rajasthan,Mihir Garh,Rajasthan,Western India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,26.29806,73.01889,kaggle_destination,candidate,0.7
dest_mount-abu_rajasthan,Mount Abu,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_narlai_rajasthan,Narlai,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,25.31658,73.5351,kaggle_destination,candidate,0.7
dest_osian_rajasthan,Osian,Rajasthan,Western India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,26.79095,72.998,kaggle_destination,candidate,0.7
dest_pushkar_rajasthan,Pushkar,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_ramgarh_rajasthan,Ramgarh,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,28.1707,74.97769,kaggle_destination,candidate,0.7
dest_sawai-madhopur_rajasthan,Sawai Madhopur,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_shekhawati_rajasthan,Shekhawati,Rajasthan,Western India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,28.05389,75.1517,kaggle_destination,candidate,0.7
dest_udaipur_rajasthan,Udaipur,Rajasthan,,city,,,,,kaggle_place_city,candidate,0.6
dest_aritar-lake_sikkim,Aritar Lake,Sikkim,Northeastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,27.1867,88.67662,kaggle_destination,candidate,0.7
dest_borong-village_sikkim,Borong Village,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.2925,88.35944,kaggle_destination,candidate,0.7
dest_dzongu_sikkim,Dzongu,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.53475,88.4891,kaggle_destination,candidate,0.7
dest_gangtok_sikkim,Gangtok,Sikkim,,city,,,,,kaggle_place_city,candidate,0.6
dest_lachen_sikkim,Lachen,Sikkim,Northeastern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,27.73061,88.5495,kaggle_destination,candidate,0.7
dest_lachung_sikkim,Lachung,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.68971,88.74259,kaggle_destination,candidate,0.7
dest_namchi_sikkim,Namchi,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.3031,88.3786,kaggle_destination,candidate,0.7
dest_pelling_sikkim,Pelling,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.30037,88.23565,kaggle_destination,candidate,0.7
dest_ravangla_sikkim,Ravangla,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.30513,88.36447,kaggle_destination,candidate,0.7
dest_temi-tea-garden_sikkim,Temi Tea Garden,Sikkim,Northeastern India,Trek,"[""Nature"",""Trekking"",""Peaceful Retreat""]",March to May & October to November,27.2343,88.4239,kaggle_destination,candidate,0.7
dest_yuksom_sikkim,Yuksom,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.36924,88.21848,kaggle_destination,candidate,0.7
dest_yumthang-valley_sikkim,Yumthang Valley,Sikkim,Northeastern India,Valley,"[""Nature"",""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Summer – Spring,27.8268,88.6959,kaggle_destination,candidate,0.7
dest_zuluk_sikkim,Zuluk,Sikkim,Northeastern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Summer – Spring,27.25099,88.77502,kaggle_destination,candidate,0.7
dest_chennai_tamil-nadu,Chennai,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_chettinad_tamil-nadu,Chettinad,Tamil Nadu,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,10.15991,78.77641,kaggle_destination,candidate,0.7
dest_chidambaram_tamil-nadu,Chidambaram,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_coimbatore_tamil-nadu,Coimbatore,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_courtallam_tamil-nadu,Courtallam,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,8.93288,77.27146,kaggle_destination,candidate,0.7
dest_dhanushkodi_tamil-nadu,Dhanushkodi,Tamil Nadu,Southern India,Beach,"[""Photography"",""Nature"",""Adventure"",""Peaceful Retreat""]",November – March,9.17781,79.41776,kaggle_destination,candidate,0.7
dest_hogenakkal-falls_tamil-nadu,Hogenakkal Falls,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,12.11842,77.77586,kaggle_destination,candidate,0.7
dest_kanyakumari_tamil-nadu,Kanyakumari,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_kodaikanal_tamil-nadu,Kodaikanal,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_kolli-hills_tamil-nadu,Kolli Hills,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,11.32213,78.39351,kaggle_destination,candidate,0.7
dest_kotagiri_tamil-nadu,Kotagiri,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,11.42304,76.86582,kaggle_destination,candidate,0.7
dest_kurusadai-island_tamil-nadu,Kurusadai Island,Tamil Nadu,Southern India,Island,"[""Wildlife"",""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,9.24619,79.20936,kaggle_destination,candidate,0.7
dest_madurai_tamil-nadu,Madurai,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_mahabalipuram_tamil-nadu,Mahabalipuram,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_manimuthar-falls_tamil-nadu,Manimuthar Falls,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Peaceful Retreat""]",October to January,8.6324,77.4042,kaggle_destination,candidate,0.7
dest_masinagudi_tamil-nadu,Masinagudi,Tamil Nadu,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,11.56829,76.63897,kaggle_destination,candidate,0.7
dest_meghamalai_tamil-nadu,Meghamalai,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,9.67607,77.38213,kaggle_destination,candidate,0.7
dest_ooty_tamil-nadu,Ooty,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_pichavaram-mangrove-forest_tamil-nadu,Pichavaram Mangrove Forest,Tamil Nadu,Southern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,11.41822,79.80207,kaggle_destination,candidate,0.7
dest_poompuhar_tamil-nadu,Poompuhar,Tamil Nadu,Southern India,Trek,"[""Nature"",""Adventure"",""Trekking"",""Camping"",""Rock Climbing"",""Bird Watching""]",Winter – Spring,11.14529,79.85373,kaggle_destination,candidate,0.7
dest_rameswaram_tamil-nadu,Rameswaram,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_thanjavur_tamil-nadu,Thanjavur,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_tirunelveli_tamil-nadu,Tirunelveli,Tamil Nadu,,city,,,,,kaggle_place_city,candidate,0.6
dest_tranquebar_tamil-nadu,Tranquebar,Tamil Nadu,Southern India,Beach,"[""Spiritual"",""Beach"",""Swimming"",""Sunbathing"",""Beach Walks"",""Boat Ride""]",Winter – Spring,11.02993,79.8522,kaggle_destination,candidate,0.7
dest_valparai_tamil-nadu,Valparai,Tamil Nadu,Southern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,10.32799,76.95573,kaggle_destination,candidate,0.7
dest_yercaud_tamil-nadu,Yercaud,Tamil Nadu,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,11.78521,78.20754,kaggle_destination,candidate,0.7
dest_alampur-temples_telangana,Alampur Temples,Telangana,Southern India,Village,"[""Spiritual"",""Meditation"",""Temple Visit"",""Heritage Walk"",""Photography""]",Winter – Spring,15.877,78.132,kaggle_destination,candidate,0.7
dest_ananthagiri-hills_telangana,Ananthagiri Hills,Telangana,Southern India,Mountain,"[""Nature"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,17.32283,77.86186,kaggle_destination,candidate,0.7
dest_bhongir-fort_telangana,Bhongir Fort,Telangana,Southern India,Village,"[""Culture"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,17.51489,78.8924,kaggle_destination,candidate,0.7
dest_hyderabad_telangana,Hyderabad,Telangana,,city,,,,,kaggle_place_city,candidate,0.6
dest_kadam-dam_telangana,Kadam Dam,Telangana,Southern India,Mountain,"[""Nature"",""Local Sightseeing"",""Peaceful Retreat""]",July to October,19.1084,78.7844,kaggle_destination,candidate,0.7
dest_kawal-wildlife-sanctuary_telangana,Kawal Wildlife Sanctuary,Telangana,Southern India,Mountain,"[""Wildlife"",""Nature Walks"",""Photography"",""Local Sightseeing"",""Bird Watching""]",Winter – Spring,19.11889,78.99897,kaggle_destination,candidate,0.7
